Country.or.area,ISO.code,Year,DataValue,Estimating.Methods,DataProcess
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
,NA,NA,NA,Indirect,
